location,bhk,areaType,square_feet,transaction,status,floorNum,totalFloor,furnishing,facing,price_per_sqft,price,built_up_area
vesu,2,Carpet Area,722,Resale,Ready to Move,11.0,12.0,Unfurnished,North - East,5133.0,0.64,794
vesu,3,Carpet Area,1002,Resale,Ready to Move,3.0,12.0,Unfurnished,North - East,4790.0,0.8,1102
vesu,3,Carpet Area,1065,Resale,Ready to Move,10.0,11.0,Unfurnished,North - East,4845.0,0.86,1172
vesu,2,Carpet Area,810,Resale,Ready to Move,2.0,10.0,Unfurnished,North - East,4482.0,0.6,891
vesu,3,Carpet Area,1200,Resale,Ready to Move,11.0,12.0,Unfurnished,North - East,4541.0,0.84,1320
althan,2,Carpet Area,765,Resale,Ready to Move,12.0,14.0,Unfurnished,North - East,4529.0,0.63,842
althan,2,Carpet Area,816,Resale,Ready to Move,10.0,12.0,Unfurnished,North - East,4779.0,0.65,898
vesu,3,Carpet Area,1062,Resale,Ready to Move,7.0,13.0,Unfurnished,North - East,5082.0,0.9,1168
althan,3,Carpet Area,1218,Resale,Ready to Move,7.0,13.0,Unfurnished,North - East,4286.0,0.9,1340
vesu,3,Carpet Area,1422,New Property,Ready to Move,7.0,13.0,Unfurnished,North - East,5493.0,1.42,1564
vesu,4,Carpet Area,1595,New Property,Under Construction,7.0,13.0,Unfurnished,North - East,5500.0,1.59,1755
vesu,3,Carpet Area,1300,Resale,Ready to Move,3.0,10.0,Unfurnished,North - East,5800.0,1.36,1430
pal,4,Super Area,5000,New Property,Under Construction,,,Unfurnished,,4600.0,2.3,5000
vesu,3,Super Area,3000,New Property,Under Construction,,,Unfurnished,,6500.0,1.95,3000
vesu,4,Super Area,3795,New Property,Under Construction,,,Unfurnished,,6336.0,2.4,3795
adajan,5,Super Area,5400,New Property,Under Construction,,,Unfurnished,,4750.0,2.56,5400
vesu,5,Carpet Area,3080,New Property,Under Construction,5.0,18.0,Unfurnished,East,7500.0,4.2,3388
vesu,4,Super Area,4000,New Property,Under Construction,6.0,13.0,Unfurnished,East,8000.0,3.2,4000
pal,4,Super Area,3970,New Property,Under Construction,18.0,19.0,Unfurnished,East,6348.0,2.52,3970
vesu,4,Super Area,2962,New Property,Under Construction,7.0,12.0,Unfurnished,East,5991.0,1.77,2962
pal,4,Super Area,3261,New Property,Under Construction,6.0,13.0,Unfurnished,East,5501.0,1.79,3261
pal,4,Super Area,3200,New Property,Under Construction,7.0,13.0,Unfurnished,East,5500.0,1.76,3200
pal,4,Carpet Area,2100,New Property,Under Construction,4.0,14.0,Unfurnished,East,4750.0,1.8,2310
vesu,5,Carpet Area,3300,Resale,Ready to Move,6.0,20.0,Furnished,North - East,6833.0,4.1,3630
vesu,4,Super Area,3500,Resale,Under Construction,12.0,19.0,Unfurnished,East,7457.0,2.61,3500
vesu,4,Super Area,3513,Resale,Undefined,12.0,12.0,Unfurnished,,7051.0,2.47,3513
vesu,4,Super Area,3047,New Property,Under Construction,9.0,13.0,Unfurnished,East,6111.0,1.86,3047
vesu,3,Super Area,2565,New Property,Under Construction,5.0,12.0,Unfurnished,South -West,6472.0,1.66,2565
pal,4,Carpet Area,1830,New Property,Ready to Move,,,Unfurnished,East,4848.0,2.21,2013
vesu,4,Super Area,4000,New Property,Under Construction,11.0,20.0,Unfurnished,East,7125.0,2.85,4000
vesu,4,Carpet Area,2309,New Property,Under Construction,9.0,11.0,Unfurnished,East,5700.0,2.39,2540
vesu,3,Carpet Area,1432,Resale,Ready to Move,,,Unfurnished,South,6538.0,1.7,1575
vesu,4,Super Area,5500,New Property,Under Construction,9.0,12.0,Unfurnished,East,7200.0,3.96,5500
vesu,4,Super Area,3400,Resale,Ready to Move,7.0,12.0,Unfurnished,South -West,7000.0,2.38,3400
vesu,4,Carpet Area,2095,Resale,Ready to Move,11.0,12.0,Unfurnished,East,7179.0,2.99,2304
vesu,4,Super Area,4050,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,7284.0,2.95,4050
dumas road/hazira,5,Super Area,11250,New Property,Under Construction,9.0,14.0,Unfurnished,East,11500.0,12.93,11250
vesu,4,Super Area,3850,New Property,Ready to Move,6.0,12.0,Unfurnished,South -West,7500.0,2.88,3850
vesu,4,Super Area,3400,Resale,Ready to Move,11.0,13.0,Unfurnished,South -West,5735.0,1.95,3400
vesu,4,Super Area,3700,New Property,Ready to Move,5.0,13.0,Furnished,South - East,10811.0,4.0,3700
dumas road/hazira,5,Super Area,11250,New Property,Under Construction,4.0,18.0,Unfurnished,East,12444.0,14.0,11250
vesu,6,Carpet Area,5338,Resale,Under Construction,11.0,12.0,Unfurnished,East,5902.0,5.72,5872
vesu,3,Super Area,2580,Resale,Ready to Move,1.0,12.0,Unfurnished,East,6700.0,1.72,2580
vesu,4,Carpet Area,2500,Resale,Ready to Move,10.0,10.0,Furnished,North,5890.0,2.15,2750
vesu,3,Super Area,2735,New Property,Under Construction,4.0,12.0,Unfurnished,East,6049.0,1.65,2735
vesu,3,Super Area,3000,Resale,Under Construction,7.0,12.0,Unfurnished,South -West,6500.0,1.95,3000
vesu,4,Super Area,3336,New Property,Under Construction,6.0,12.0,Unfurnished,South -West,7050.0,2.35,3336
vesu,4,Carpet Area,2200,Resale,Ready to Move,17.0,19.0,Unfurnished,North,8819.0,3.66,2420
pal,4,Super Area,3240,New Property,Under Construction,11.0,12.0,Unfurnished,East,5185.0,1.68,3240
vesu,5,Carpet Area,2400,New Property,Ready to Move,6.0,10.0,Unfurnished,North - East,6500.0,2.82,2640
pal,4,Super Area,3294,New Property,Under Construction,10.0,13.0,Unfurnished,East,4948.0,1.63,3294
pal,5,Super Area,4378,Resale,Under Construction,6.0,12.0,Unfurnished,East,5733.0,2.51,4378
vesu,4,Carpet Area,1750,New Property,Ready to Move,9.0,14.0,Unfurnished,East,5500.0,1.73,1925
vesu,4,Carpet Area,3367,New Property,Under Construction,1.0,60.0,Unfurnished,East,5999.0,2.01,3704
vesu,3,Super Area,4500,Resale,Ready to Move,10.0,10.0,Unfurnished,North - East,6889.0,3.1,4500
vesu,6,Super Area,6130,Resale,Ready to Move,11.0,12.0,Unfurnished,,4649.0,2.85,6130
vesu,5,Super Area,9450,New Property,Ready to Move,5.0,11.0,Unfurnished,East,5291.0,5.0,9450
pal,4,Carpet Area,2500,Resale,Ready to Move,5.0,15.0,Unfurnished,South -West,5687.0,2.17,2750
vesu,5,Carpet Area,5000,Resale,Ready to Move,6.0,18.0,Unfurnished,,7305.0,7.0,5500
vesu,4,Carpet Area,3100,New Property,Ready to Move,10.0,12.0,Unfurnished,North,7948.0,2.51,3410
vesu,3,Carpet Area,3000,New Property,Under Construction,3.0,4.0,Unfurnished,,,2.0,3300
vesu,4,Super Area,3876,Resale,Ready to Move,4.0,11.0,Unfurnished,,6000.0,2.32,3876
pal,4,Carpet Area,2154,Resale,Ready to Move,4.0,13.0,Unfurnished,,6536.0,2.5,2369
vesu,4,Super Area,3780,New Property,Undefined,7.0,13.0,Unfurnished,South -West,5741.0,2.17,3780
vesu,4,Carpet Area,2400,Resale,Ready to Move,6.0,11.0,Furnished,West,6026.0,2.1,2640
dumas road/hazira,4,Super Area,3900,Resale,Ready to Move,7.0,10.0,Semi-Furnished,,6000.0,2.34,3900
vesu,4,Carpet Area,2100,Resale,Ready to Move,10.0,12.0,Furnished,,9781.0,3.31,2310
althan,4,Super Area,3882,Resale,Undefined,4.0,11.0,Unfurnished,,7032.0,2.73,3882
,4,Super Area,3507,New Property,Under Construction,1.0,5.0,Unfurnished,,5703.0,2.0,3507
pal,4,Super Area,3740,Resale,Ready to Move,8.0,12.0,Semi-Furnished,East,7219.0,2.7,3740
dumas road/hazira,3,Super Area,3412,Resale,Ready to Move,4.0,10.0,Furnished,West,5129.0,1.75,3412
adajan,4,Super Area,2950,Resale,Ready to Move,7.0,13.0,Furnished,,5763.0,1.7,2950
,4,Carpet Area,2800,Resale,Ready to Move,2.0,11.0,Unfurnished,South,5161.0,2.4,3080
dumas road/hazira,6,Carpet Area,2500,New Property,Ready to Move,8.0,12.0,Semi-Furnished,East,5020.0,2.51,2750
vesu,4,Carpet Area,2850,Resale,Ready to Move,11.0,13.0,Furnished,South -West,6510.0,2.5,3135
vesu,5,Carpet Area,5900,Resale,Ready to Move,8.0,11.0,Unfurnished,South - East,6915.0,4.08,6490
vesu,5,Carpet Area,5300,Resale,Ready to Move,11.0,11.0,Unfurnished,East,10074.0,2.72,5830
vesu,5,Carpet Area,2400,Resale,Ready to Move,13.0,13.0,Unfurnished,East,5307.0,2.51,2640
vesu,5,Carpet Area,1800,Resale,Under Construction,12.0,12.0,Unfurnished,,5587.0,3.6,1980
althan,5,Carpet Area,3200,Resale,Ready to Move,9.0,13.0,Unfurnished,North - East,6123.0,3.49,3520
vesu,4,Super Area,3215,Resale,Ready to Move,12.0,12.0,Unfurnished,East,5910.0,1.9,3215
vesu,4,Super Area,3133,New Property,Under Construction,,,Unfurnished,,,,3133
vesu,4,Super Area,4000,New Property,Under Construction,,,Unfurnished,,6500.0,2.6,4000
vesu,4,Super Area,4300,New Property,Under Construction,,,Unfurnished,,5850.0,2.51,4300
adajan,5,Super Area,5600,New Property,Under Construction,,,Unfurnished,,4750.0,2.66,5600
vesu,5,Super Area,5600,New Property,Under Construction,5.0,13.0,Unfurnished,East,6393.0,3.58,5600
vesu,4,Super Area,4491,New Property,Under Construction,7.0,13.0,Unfurnished,East,6791.0,3.05,4491
pal,4,Super Area,3770,New Property,Under Construction,9.0,20.0,Unfurnished,East,5850.0,2.2,3770
vesu,4,Super Area,4452,New Property,Under Construction,6.0,12.0,Unfurnished,East,6300.0,2.8,4452
pal,4,Super Area,3067,New Property,Under Construction,7.0,13.0,Unfurnished,East,5850.0,1.79,3067
vesu,3,Super Area,2750,New Property,Under Construction,5.0,12.0,Unfurnished,East,6051.0,1.66,2750
vesu,4,Super Area,3373,New Property,Ready to Move,5.0,12.0,Unfurnished,South -West,5752.0,1.94,3373
vesu,4,Carpet Area,2681,New Property,Under Construction,,,Unfurnished,East,5700.0,2.77,2949
vesu,5,Super Area,7150,New Property,Ready to Move,8.0,14.0,Unfurnished,East,7790.0,5.57,7150
dumas road/hazira,4,Carpet Area,2200,New Property,Under Construction,8.0,11.0,Unfurnished,East,8500.0,3.4,2420
vesu,4,Super Area,3420,New Property,Ready to Move,7.0,13.0,Unfurnished,South,5191.0,1.77,3420
vesu,4,Super Area,3400,New Property,Under Construction,10.0,13.0,Unfurnished,East,5700.0,1.93,3400
vesu,3,Super Area,2750,New Property,Under Construction,7.0,13.0,Unfurnished,South -West,5900.0,1.62,2750
dumas road/hazira,4,Carpet Area,2085,New Property,Under Construction,19.0,19.0,Unfurnished,East,8494.0,3.22,2294
vesu,5,Super Area,6000,New Property,Under Construction,7.0,13.0,Unfurnished,South -West,7167.0,4.3,6000
vesu,4,Super Area,3551,New Property,Under Construction,8.0,12.0,Unfurnished,South -West,6421.0,2.28,3551
vesu,4,Super Area,2962,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,5991.0,1.77,2962
vesu,3,Super Area,2700,New Property,Ready to Move,5.0,13.0,Unfurnished,East,6000.0,1.62,2700
vesu,5,Carpet Area,3000,New Property,Ready to Move,8.0,12.0,Unfurnished,South -West,6600.0,3.63,3300
vesu,4,Super Area,3500,Resale,Under Construction,6.0,12.0,Unfurnished,East,5700.0,1.99,3500
vesu,4,Super Area,3577,New Property,Ready to Move,4.0,13.0,Unfurnished,East,6500.0,2.32,3577
vesu,4,Super Area,3636,New Property,Ready to Move,4.0,12.0,Unfurnished,East,7200.0,2.61,3636
vesu,4,Super Area,3150,New Property,Under Construction,5.0,18.0,Unfurnished,South -West,6490.0,2.04,3150
vesu,4,Carpet Area,2835,New Property,Ready to Move,10.0,13.0,Unfurnished,West,6317.0,3.5,3119
pal,4,Super Area,3800,New Property,Under Construction,9.0,12.0,Unfurnished,East,5105.0,1.94,3800
vesu,4,Carpet Area,2000,New Property,Ready to Move,6.0,10.0,Unfurnished,North - East,6491.0,2.36,2200
vesu,5,Carpet Area,3950,Resale,Ready to Move,10.0,13.0,Unfurnished,East,7400.0,5.25,4345
vesu,4,Carpet Area,1900,New Property,Ready to Move,10.0,14.0,Unfurnished,East,5500.0,1.88,2090
vesu,6,Super Area,6130,Resale,Ready to Move,11.0,12.0,Unfurnished,,4486.0,2.75,6130
pal,5,Carpet Area,3750,Resale,Ready to Move,4.0,15.0,Unfurnished,South -West,5644.0,2.51,4125
vesu,3,Carpet Area,3000,New Property,Under Construction,4.0,9.0,Unfurnished,,,2.0,3300
vesu,4,Super Area,3895,New Property,Under Construction,,,Unfurnished,,,,3895
dumas road/hazira,4,Super Area,3579,New Property,Under Construction,,,Unfurnished,,4500.0,1.61,3579
vesu,4,Super Area,4400,New Property,Under Construction,,,Unfurnished,,5850.0,2.57,4400
adajan,4,Super Area,4304,New Property,Under Construction,,,Unfurnished,,4750.0,2.04,4304
vesu,4,Super Area,3133,New Property,Under Construction,5.0,12.0,Unfurnished,East,7200.0,2.25,3133
vesu,4,Super Area,3376,New Property,Under Construction,8.0,13.0,Unfurnished,East,5835.0,1.97,3376
pal,5,Super Area,6400,New Property,Under Construction,18.0,19.0,Unfurnished,East,6301.0,4.03,6400
athwalines,4,Super Area,4900,New Property,Under Construction,7.0,12.0,Unfurnished,East,6300.0,3.08,4900
pal,4,Super Area,3513,New Property,Under Construction,5.0,13.0,Unfurnished,East,5454.0,1.91,3513
vesu,3,Super Area,2650,New Property,Ready to Move,5.0,12.0,Unfurnished,East,6200.0,1.64,2650
vesu,5,Carpet Area,2724,New Property,Under Construction,9.0,11.0,Unfurnished,South -West,6885.0,3.53,2996
vesu,4,Super Area,3100,New Property,Under Construction,10.0,18.0,Unfurnished,South -West,6452.0,2.0,3100
vesu,5,Carpet Area,3120,New Property,Under Construction,,,Unfurnished,East,5700.0,3.23,3432
vesu,4,Super Area,3800,New Property,Under Construction,7.0,12.0,Unfurnished,West,5289.0,2.01,3800
dumas road/hazira,4,Super Area,2980,Resale,Ready to Move,1.0,12.0,Furnished,East,6040.0,1.8,2980
vesu,4,Super Area,3153,Resale,Ready to Move,11.0,13.0,Unfurnished,East,5503.0,1.73,3153
vesu,4,Super Area,3200,New Property,Under Construction,9.0,13.0,Unfurnished,East,6031.0,1.93,3200
dumas road/hazira,4,Carpet Area,2085,New Property,Under Construction,17.0,19.0,Unfurnished,East,8599.0,3.26,2294
pal,4,Super Area,3600,New Property,Under Construction,7.0,13.0,Unfurnished,East,5600.0,2.01,3600
vesu,4,Carpet Area,3000,Resale,Ready to Move,7.0,10.0,Furnished,North,10909.0,4.31,3300
vesu,4,Super Area,3767,New Property,Under Construction,5.0,14.0,Unfurnished,East,5991.0,2.25,3767
dumas road/hazira,4,Carpet Area,2500,New Property,Ready to Move,6.0,12.0,Unfurnished,East,9102.0,3.7,2750
vesu,5,Carpet Area,3250,New Property,Under Construction,5.0,19.0,Unfurnished,East,7500.0,4.42,3575
vesu,3,Super Area,2650,Resale,Ready to Move,11.0,12.0,Unfurnished,East,6500.0,1.72,2650
althan,4,Super Area,3671,New Property,Ready to Move,16.0,18.0,Unfurnished,East,5200.0,1.9,3671
vesu,3,Super Area,2493,New Property,Under Construction,8.0,13.0,Unfurnished,East,6570.0,1.63,2493
vesu,4,Super Area,3113,New Property,Under Construction,5.0,12.0,Unfurnished,South -West,6660.0,2.07,3113
vesu,4,Carpet Area,1870,New Property,Ready to Move,7.0,13.0,Unfurnished,North - East,5471.0,1.86,2057
adajan,4,Carpet Area,1860,Resale,Ready to Move,4.0,12.0,Furnished,East,7824.0,2.51,2046
adajan,5,Carpet Area,3500,Resale,Ready to Move,9.0,25.0,Unfurnished,South -West,7433.0,3.75,3850
vesu,4,Super Area,3299,New Property,Under Construction,,,Unfurnished,,,,3299
dumas road/hazira,4,Super Area,3772,New Property,Under Construction,,,Unfurnished,,4500.0,1.69,3772
vesu,4,Super Area,4600,New Property,Under Construction,,,Unfurnished,,5850.0,2.69,4600
adajan,4,Carpet Area,2238,New Property,Under Construction,9.0,13.0,Unfurnished,East,6100.0,2.48,2462
vesu,4,Super Area,4000,New Property,Under Construction,5.0,20.0,Unfurnished,East,7200.0,2.88,4000
vesu,4,Carpet Area,2500,New Property,Under Construction,7.0,13.0,Unfurnished,East,6100.0,2.8,2750
vesu,5,Super Area,8000,New Property,Under Construction,11.0,12.0,Unfurnished,East,6301.0,5.04,8000
vesu,4,Super Area,3401,New Property,Under Construction,5.0,13.0,Unfurnished,East,5601.0,1.9,3401
vesu,4,Super Area,3400,New Property,Under Construction,5.0,12.0,Unfurnished,North,5800.0,1.97,3400
vesu,4,Super Area,5460,Resale,Ready to Move,2.0,11.0,Furnished,South -West,8242.0,4.5,5460
vesu,5,Carpet Area,2825,New Property,Ready to Move,9.0,11.0,Unfurnished,East,7011.0,3.6,3108
vesu,4,Carpet Area,2020,New Property,Under Construction,,,Unfurnished,East,5900.0,2.16,2222
vesu,3,Super Area,3000,New Property,Under Construction,8.0,20.0,Unfurnished,East,6500.0,1.95,3000
dumas road/hazira,4,Carpet Area,2040,New Property,Under Construction,3.0,10.0,Unfurnished,East,5000.0,2.26,2244
vesu,4,Carpet Area,1807,New Property,Under Construction,4.0,13.0,Unfurnished,East,5753.0,1.89,1988
vesu,4,Super Area,3200,New Property,Under Construction,9.0,13.0,Unfurnished,East,5938.0,1.9,3200
vesu,3,Super Area,3000,Resale,Ready to Move,5.0,12.0,Unfurnished,East,8000.0,2.4,3000
dumas road/hazira,5,Super Area,5000,New Property,Under Construction,7.0,17.0,Unfurnished,East,10000.0,5.0,5000
vesu,4,Super Area,4545,Resale,Ready to Move,7.0,13.0,Furnished,East,8801.0,4.0,4545
althan,4,Super Area,3087,New Property,Under Construction,1.0,13.0,Unfurnished,East,5591.0,1.72,3087
vesu,4,Super Area,4500,New Property,Ready to Move,7.0,13.0,Unfurnished,East,6000.0,2.7,4500
pal,4,Carpet Area,1800,Resale,Ready to Move,7.0,12.0,Unfurnished,East,4649.0,1.72,1980
vesu,4,Super Area,3515,Resale,Ready to Move,5.0,12.0,Furnished,East,7112.0,2.5,3515
vesu,3,Super Area,2800,New Property,Ready to Move,3.0,13.0,Unfurnished,South - East,6000.0,1.68,2800
vesu,4,Super Area,3000,Resale,Under Construction,6.0,20.0,Unfurnished,South -West,6500.0,1.95,3000
vesu,3,Super Area,2493,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,6570.0,1.63,2493
vesu,4,Carpet Area,1930,New Property,Ready to Move,7.0,11.0,Unfurnished,North - East,6500.0,2.28,2123
pal,4,Carpet Area,2000,Resale,Ready to Move,5.0,12.0,Unfurnished,East,5491.0,1.84,2200
adajan,5,Carpet Area,4150,Resale,Ready to Move,9.0,25.0,Unfurnished,South -West,8264.0,4.99,4565
dumas road/hazira,4,Super Area,3867,New Property,Under Construction,,,Unfurnished,,4500.0,1.74,3867
vesu,4,Super Area,3636,New Property,Undefined,,,Unfurnished,,6500.0,2.36,3636
adajan,4,Carpet Area,1686,New Property,Under Construction,9.0,12.0,Unfurnished,East,5400.0,1.65,1855
vesu,4,Carpet Area,2310,New Property,Under Construction,5.0,12.0,Unfurnished,East,5786.0,2.43,2541
vesu,4,Super Area,3800,New Property,Under Construction,7.0,13.0,Unfurnished,East,5684.0,2.16,3800
pal,5,Super Area,4600,New Property,Under Construction,12.0,13.0,Unfurnished,South -West,5000.0,2.3,4600
adajan,4,Super Area,3415,New Property,Under Construction,5.0,13.0,Unfurnished,North - East,4751.0,1.62,3415
vesu,4,Super Area,3800,New Property,Ready to Move,3.0,20.0,Unfurnished,North,6700.0,2.54,3800
vesu,4,Super Area,5460,Resale,Ready to Move,2.0,12.0,Unfurnished,South -West,8242.0,4.5,5460
dumas road/hazira,4,Super Area,3600,New Property,Ready to Move,7.0,13.0,Unfurnished,South -West,4500.0,1.62,3600
vesu,4,Carpet Area,2200,New Property,Ready to Move,,,Unfurnished,East,6491.0,2.59,2420
vesu,4,Super Area,4000,New Property,Under Construction,8.0,12.0,Unfurnished,East,7475.0,2.99,4000
dumas road/hazira,4,Carpet Area,1978,New Property,Under Construction,7.0,10.0,Unfurnished,East,5000.0,2.19,2176
vesu,4,Super Area,3369,Resale,Ready to Move,9.0,12.0,Unfurnished,South -West,6708.0,2.26,3369
vesu,4,Super Area,3336,New Property,Under Construction,8.0,12.0,Unfurnished,East,6651.0,2.21,3336
vesu,4,Carpet Area,1917,Resale,Ready to Move,5.0,10.0,Unfurnished,East,6000.0,1.77,2109
pal,4,Super Area,3770,New Property,Under Construction,7.0,13.0,Unfurnished,East,5850.0,2.2,3770
vesu,4,Carpet Area,3275,Resale,Ready to Move,8.0,12.0,Unfurnished,East,6875.0,2.75,3603
vesu,4,Super Area,3551,New Property,Under Construction,5.0,12.0,Unfurnished,East,6402.0,2.27,3551
pal,4,Carpet Area,2000,New Property,Under Construction,6.0,12.0,Unfurnished,East,6000.0,2.1,2200
vesu,5,Carpet Area,2915,Resale,Under Construction,5.0,12.0,Unfurnished,East,5700.0,3.02,3207
althan,4,Super Area,4590,New Property,Ready to Move,2.0,13.0,Unfurnished,North - East,5708.0,2.62,4590
vesu,4,Super Area,3400,New Property,Under Construction,5.0,14.0,Unfurnished,East,5600.0,1.9,3400
vesu,3,Super Area,2742,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,6300.0,1.72,2742
vesu,4,Carpet Area,1850,Resale,Ready to Move,7.0,11.0,Unfurnished,North - East,5634.0,2.0,2035
dumas road/hazira,5,Super Area,5934,New Property,Under Construction,,,Unfurnished,,5000.0,2.96,5934
vesu,4,Super Area,3047,New Property,Under Construction,,,Unfurnished,,6111.0,1.86,3047
adajan,4,Carpet Area,1688,New Property,Under Construction,9.0,12.0,Unfurnished,East,5550.0,1.7,1857
vesu,3,Super Area,3000,New Property,Under Construction,3.0,20.0,Unfurnished,East,6500.0,1.95,3000
vesu,4,Super Area,3510,New Property,Under Construction,7.0,12.0,Unfurnished,South -West,6809.0,2.39,3510
pal,4,Super Area,3800,New Property,Under Construction,12.0,13.0,Unfurnished,South -West,5000.0,1.9,3800
pal,4,Super Area,3294,New Property,Under Construction,5.0,13.0,Unfurnished,East,4950.0,1.63,3294
vesu,4,Super Area,3152,New Property,Ready to Move,5.0,12.0,Unfurnished,East,5203.0,1.64,3152
vesu,5,Super Area,7150,Resale,Ready to Move,2.0,11.0,Unfurnished,South -West,12028.0,8.6,7150
vesu,4,Super Area,3047,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,5481.0,1.67,3047
vesu,4,Carpet Area,1830,New Property,Ready to Move,,,Unfurnished,East,5491.0,1.73,2013
vesu,5,Super Area,5800,New Property,Under Construction,10.0,18.0,Unfurnished,East,6897.0,4.0,5800
dumas road/hazira,4,Carpet Area,1966,New Property,Under Construction,5.0,10.0,Unfurnished,West,5000.0,2.18,2163
vesu,4,Super Area,3420,New Property,Ready to Move,7.0,13.0,Unfurnished,South,5526.0,1.89,3420
vesu,4,Carpet Area,2400,Resale,Under Construction,9.0,19.0,Unfurnished,North,6494.0,2.76,2640
vesu,3,Carpet Area,1289,Resale,Ready to Move,1.0,10.0,Furnished,East,7463.0,1.75,1418
dumas road/hazira,4,Super Area,4000,New Property,Under Construction,8.0,14.0,Unfurnished,East,4500.0,1.8,4000
vesu,4,Super Area,3636,New Property,Ready to Move,7.0,12.0,Unfurnished,South -West,6500.0,2.36,3636
vesu,3,Super Area,2830,New Property,Ready to Move,16.0,20.0,Unfurnished,West,7350.0,2.08,2830
pal,5,Carpet Area,3200,New Property,Under Construction,4.0,13.0,Unfurnished,East,6136.0,2.7,3520
vesu,5,Carpet Area,2900,New Property,Under Construction,17.0,18.0,Unfurnished,East,9672.0,5.61,3190
vesu,4,Super Area,3200,Resale,Ready to Move,5.0,12.0,Unfurnished,East,5938.0,1.9,3200
vesu,4,Super Area,3513,New Property,Under Construction,3.0,13.0,Unfurnished,East,7051.0,2.47,3513
vesu,4,Super Area,3818,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,5151.0,1.96,3818
vesu,4,Carpet Area,1650,Resale,Ready to Move,12.0,12.0,Unfurnished,North - East,6333.0,1.9,1815
dumas road/hazira,5,Super Area,6316,New Property,Under Construction,,,Unfurnished,,5000.0,3.15,6316
vesu,4,Super Area,3325,New Property,Under Construction,,,Unfurnished,,6336.0,2.1,3325
pal,4,Carpet Area,1778,New Property,Ready to Move,6.0,11.0,Unfurnished,East,5100.0,1.64,1956
vesu,3,Super Area,2700,New Property,Under Construction,5.0,13.0,Unfurnished,East,6351.0,1.71,2700
vesu,4,Super Area,3500,New Property,Under Construction,5.0,12.0,Unfurnished,South -West,6051.0,2.11,3500
pal,5,Super Area,4000,New Property,Under Construction,12.0,13.0,Unfurnished,East,4988.0,1.99,4000
adajan,4,Super Area,3500,New Property,Under Construction,5.0,13.0,Unfurnished,East,5857.0,2.04,3500
vesu,3,Super Area,2829,New Property,Ready to Move,3.0,19.0,Unfurnished,North,6696.0,1.89,2829
vesu,4,Super Area,4000,Resale,Ready to Move,4.0,20.0,Unfurnished,South -West,6300.0,2.52,4000
palanpur,3,Carpet Area,1238,New Property,Under Construction,10.0,21.0,Unfurnished,South -West,7200.0,1.62,1362
vesu,4,Carpet Area,1870,New Property,Under Construction,,,Unfurnished,East,5600.0,1.9,2057
vesu,4,Super Area,5500,New Property,Under Construction,5.0,12.0,Unfurnished,East,7191.0,3.95,5500
dumas road/hazira,4,Carpet Area,2034,New Property,Under Construction,4.0,10.0,Unfurnished,East,5000.0,2.26,2237
vesu,4,Carpet Area,1855,Resale,Ready to Move,9.0,12.0,Unfurnished,South -West,6706.0,2.26,2041
vesu,5,Super Area,7150,New Property,Ready to Move,8.0,12.0,Unfurnished,East,7800.0,5.57,7150
vesu,4,Super Area,3851,Resale,Ready to Move,12.0,13.0,Furnished,East,5059.0,1.94,3851
vesu,4,Super Area,3100,New Property,Under Construction,5.0,13.0,Unfurnished,East,5871.0,1.82,3100
dumas road/hazira,4,Super Area,3581,New Property,Under Construction,9.0,13.0,Unfurnished,South -West,5613.0,2.01,3581
dumas road/hazira,6,Super Area,7600,New Property,Under Construction,9.0,10.0,Unfurnished,North,8900.0,6.76,7600
pal,4,Super Area,3800,Resale,Under Construction,5.0,12.0,Unfurnished,East,4868.0,1.85,3800
vesu,4,Carpet Area,2000,New Property,Ready to Move,7.0,18.0,Unfurnished,East,7500.0,3.0,2200
vesu,4,Super Area,3200,Resale,Under Construction,3.0,13.0,Unfurnished,East,5500.0,1.76,3200
vesu,4,Super Area,3150,New Property,Under Construction,3.0,18.0,Unfurnished,East,6491.0,2.04,3150
vesu,4,Carpet Area,2250,New Property,Ready to Move,7.0,13.0,Unfurnished,North - East,6805.0,2.79,2475
dumas road/hazira,5,Super Area,6491,New Property,Under Construction,,,Unfurnished,,5000.0,3.24,6491
vesu,5,Super Area,5700,New Property,Undefined,,,Unfurnished,,6500.0,3.7,5700
adajan,4,Carpet Area,2063,New Property,Under Construction,15.0,19.0,Unfurnished,East,5750.0,2.15,2269
vesu,4,Super Area,5000,New Property,Under Construction,5.0,15.0,Unfurnished,East,7000.0,3.5,5000
vesu,5,Super Area,6140,New Property,Under Construction,6.0,12.0,Unfurnished,South -West,6891.0,4.23,6140
athwalines,5,Super Area,6300,New Property,Under Construction,6.0,12.0,Unfurnished,East,6300.0,3.96,6300
pal,5,Super Area,5700,New Property,Under Construction,5.0,13.0,Unfurnished,East,7000.0,3.99,5700
vesu,4,Super Area,3800,Resale,Ready to Move,12.0,19.0,Unfurnished,East,7474.0,2.84,3800
vesu,5,Carpet Area,3065,New Property,Under Construction,2.0,12.0,Unfurnished,South -West,9882.0,5.5,3372
