location,bhk,areaType,square_feet,transaction,status,floorNum,totalFloor,furnishing,facing,price_per_sqft,price
pal,3.0,Super Area,2050,New Property,Under Construction,7.0,13.0,Unfurnished,East,4600.0,0.94
pal,3.0,Carpet Area,1003,New Property,Under Construction,6.0,14.0,Unfurnished,East,4493.0,0.82
vesu,2.0,Super Area,1385,New Property,Under Construction,1.0,7.0,Unfurnished,North,4751.0,0.66
NA,2.0,Super Area,1371,Resale,Ready to Move,4.0,12.0,Unfurnished,West,5033.0,0.69
vesu,3.0,Super Area,2125,New Property,Under Construction,7.0,13.0,Unfurnished,East,4700.0,1.0
adajan,2.0,Carpet Area,740,New Property,Ready to Move,,,Unfurnished,East,5454.0,0.73
dumas road/hazira,3.0,Carpet Area,1281,New Property,Under Construction,9.0,13.0,Unfurnished,East,4500.0,1.04
althan,3.0,Super Area,2323,New Property,Ready to Move,7.0,14.0,Unfurnished,West,5500.0,1.27
jahangirpura,3.0,Super Area,1738,New Property,Ready to Move,9.0,13.0,Unfurnished,East,3526.0,0.61
vesu,3.0,Carpet Area,1293,New Property,Ready to Move,6.0,13.0,Unfurnished,North - East,5574.0,1.31
pal,3.0,Super Area,2050,New Property,Under Construction,13.0,13.0,Unfurnished,East,4976.0,1.02
pal,3.0,Carpet Area,1040,New Property,Ready to Move,5.0,12.0,Unfurnished,East,4681.0,0.89
vesu,3.0,Super Area,2060,New Property,Under Construction,5.0,7.0,Unfurnished,East,4440.0,0.92
althan,3.0,Super Area,1715,New Property,Under Construction,9.0,13.0,Unfurnished,East,4781.0,0.82
pal,2.0,Super Area,1325,New Property,Ready to Move,5.0,13.0,Unfurnished,East,4646.0,0.62
vesu,3.0,Carpet Area,1320,New Property,Under Construction,,,Unfurnished,East,5111.0,1.22
dumas road/hazira,3.0,Carpet Area,1530,Resale,Ready to Move,7.0,12.0,Unfurnished,South,2941.0,0.75
vesu,3.0,Super Area,1989,New Property,Ready to Move,5.0,14.0,Unfurnished,East,6363.0,1.26
palanpur,3.0,Carpet Area,1008,New Property,Ready to Move,11.0,13.0,Unfurnished,East,3601.0,0.63
pal,4.0,Super Area,3200,New Property,Under Construction,13.0,13.0,Unfurnished,East,5000.0,1.6
pal,3.0,Carpet Area,1342,New Property,Under Construction,6.0,11.0,Unfurnished,East,5454.0,1.33
vesu,3.0,Carpet Area,1400,New Property,Under Construction,5.0,13.0,Unfurnished,North - East,5111.0,1.27
palanpur,3.0,Super Area,2111,New Property,Under Construction,6.0,13.0,Unfurnished,East,4251.0,0.9
palanpur,3.0,Carpet Area,1060,New Property,Under Construction,,,Unfurnished,East,4000.0,0.73
vesu,2.0,Super Area,1361,New Property,Ready to Move,10.0,13.0,Unfurnished,East,5143.0,0.7
vesu,3.0,Super Area,2350,New Property,Ready to Move,3.0,14.0,Unfurnished,East,6596.0,1.55
adajan,3.0,Super Area,1726,New Property,Ready to Move,9.0,15.0,Unfurnished,East,3766.0,0.65
vesu,2.0,Carpet Area,840,Resale,Ready to Move,10.0,13.0,Unfurnished,North - East,5000.0,0.7
pal,3.0,Super Area,2035,New Property,Ready to Move,6.0,13.0,Unfurnished,East,6100.0,1.24
palanpur,3.0,Carpet Area,1122,Resale,Under Construction,6.0,14.0,Unfurnished,East,4100.0,0.84
vesu,3.0,Carpet Area,1350,New Property,Under Construction,5.0,18.0,Unfurnished,North - East,5796.0,1.42
pal,3.0,Super Area,2199,New Property,Under Construction,6.0,13.0,Unfurnished,East,4484.0,0.99
jahangirpura,3.0,Carpet Area,1150,New Property,Under Construction,,,Unfurnished,East,3800.0,0.73
vesu,3.0,Carpet Area,1430,New Property,Ready to Move,8.0,11.0,Unfurnished,East,6000.0,1.56
vesu,3.0,Super Area,2143,New Property,Ready to Move,7.0,14.0,Unfurnished,West,5366.0,1.15
adajan,3.0,Carpet Area,1000,Resale,Ready to Move,6.0,12.0,Semi-Furnished,East,3815.0,0.62
vesu,2.0,Carpet Area,751,Resale,Under Construction,5.0,8.0,Unfurnished,North - East,4730.0,0.65
pal,2.0,Super Area,1450,New Property,Under Construction,6.0,13.0,Unfurnished,East,5200.0,0.75
pal,3.0,Carpet Area,1180,New Property,Ready to Move,5.0,10.0,Unfurnished,East,5162.0,1.05
vesu,3.0,Carpet Area,1400,New Property,Ready to Move,5.0,12.0,Furnished,North - East,6261.0,1.49
palanpur,3.0,Super Area,1861,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,4197.0,0.78
pal,3.0,Carpet Area,1110,New Property,Under Construction,,,Unfurnished,East,4651.0,0.86
vesu,3.0,Super Area,2433,New Property,Ready to Move,5.0,13.0,Unfurnished,East,5931.0,1.44
althan,3.0,Super Area,1850,Resale,Ready to Move,3.0,14.0,Unfurnished,East,5000.0,0.93
palanpur,3.0,Super Area,1620,New Property,Ready to Move,12.0,14.0,Unfurnished,East,3889.0,0.63
vesu,3.0,Carpet Area,1100,New Property,Ready to Move,5.0,7.0,Unfurnished,North - East,4751.0,0.92
pal,3.0,Super Area,2100,New Property,Under Construction,7.0,13.0,Unfurnished,East,5200.0,1.09
adajan,4.0,Carpet Area,1983,Resale,Ready to Move,7.0,12.0,Unfurnished,East,4474.0,1.53
vesu,3.0,Super Area,2700,New Property,Ready to Move,5.0,12.0,Unfurnished,East,5800.0,1.56
vesu,3.0,Carpet Area,1317,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,5010.0,1.2
pal,3.0,Carpet Area,1130,New Property,Under Construction,,,Unfurnished,East,4551.0,0.86
dumas road/hazira,3.0,Super Area,3450,New Property,Under Construction,6.0,12.0,Unfurnished,South -West,4500.0,1.55
vesu,3.0,Super Area,1962,Resale,Ready to Move,10.0,13.0,Unfurnished,East,5200.0,1.02
palanpur,3.0,Super Area,1550,New Property,Ready to Move,7.0,14.0,Unfurnished,East,4194.0,0.65
vesu,4.0,Carpet Area,1460,New Property,Ready to Move,13.0,13.0,Unfurnished,East,5989.0,1.59
adajan,3.0,Super Area,2217,New Property,Under Construction,4.0,12.0,Unfurnished,East,6000.0,1.33
palanpur,3.0,Carpet Area,1320,Resale,Under Construction,8.0,14.0,Unfurnished,East,4100.0,0.98
vesu,2.0,Carpet Area,749,New Property,Ready to Move,5.0,13.0,Unfurnished,North,5145.0,0.7
althan,3.0,Super Area,1729,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,4000.0,0.69
palanpur,3.0,Carpet Area,1150,New Property,Under Construction,,,Unfurnished,East,3851.0,0.74
dumas road/hazira,3.0,Super Area,3000,New Property,Under Construction,6.0,12.0,Unfurnished,South -West,4500.0,1.35
jahangirpura,3.0,Super Area,1609,Resale,Ready to Move,9.0,13.0,Furnished,East,4102.0,0.66
vesu,3.0,Carpet Area,1158,New Property,Ready to Move,10.0,13.0,Unfurnished,North - East,5701.0,1.2
althan,3.0,Super Area,1715,New Property,Under Construction,7.0,12.0,Unfurnished,East,4898.0,0.84
pal,3.0,Carpet Area,1035,New Property,Under Construction,9.0,14.0,Unfurnished,East,4600.0,0.86
althan,3.0,Super Area,1815,New Property,Ready to Move,5.0,12.0,Unfurnished,East,4793.0,0.87
althan,3.0,Super Area,1803,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,4390.0,0.79
vesu,3.0,Carpet Area,980,New Property,Ready to Move,,,Unfurnished,East,5200.0,0.92
dumas road/hazira,3.0,Super Area,2700,New Property,Under Construction,6.0,12.0,Unfurnished,South -West,4500.0,1.21
vesu,3.0,Super Area,2400,Resale,Ready to Move,15.0,18.0,Unfurnished,North,5625.0,1.35
palanpur,3.0,Super Area,1845,New Property,Ready to Move,11.0,14.0,Semi-Furnished,East,4661.0,0.86
althan,3.0,Carpet Area,1091,New Property,Ready to Move,8.0,14.0,Unfurnished,North - East,4768.0,0.9
althan,3.0,Super Area,2323,New Property,Under Construction,7.0,13.0,Unfurnished,East,6000.0,1.39
pal,3.0,Carpet Area,1035,New Property,Under Construction,9.0,20.0,Unfurnished,East,4466.0,0.84
vesu,4.0,Carpet Area,2000,New Property,Under Construction,1.0,12.0,Unfurnished,,2440.0,1.0
vesu,3.0,Super Area,1818,New Property,Ready to Move,5.0,13.0,Unfurnished,South -West,5500.0,1.0
athwalines,3.0,Carpet Area,1200,New Property,Under Construction,,,Unfurnished,East,5400.0,1.08
dumas road/hazira,3.0,Super Area,2600,New Property,Under Construction,6.0,12.0,Unfurnished,South -West,4500.0,1.17
pal,3.0,Carpet Area,1350,Resale,Ready to Move,5.0,12.0,Unfurnished,East,4333.0,0.91
althan,4.0,Carpet Area,1577,New Property,Ready to Move,9.0,14.0,Unfurnished,North - East,4743.0,1.29
althan,3.0,Super Area,2113,New Property,Under Construction,6.0,12.0,Unfurnished,East,4700.0,0.99
NA,3.0,Carpet Area,1006,Resale,Under Construction,6.0,14.0,Unfurnished,East,4050.0,0.74
vesu,3.0,Super Area,2600,New Property,Ready to Move,6.0,12.0,Unfurnished,North,5200.0,1.35
palanpur,3.0,Super Area,1811,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,4250.0,0.77
pal,3.0,Carpet Area,907,New Property,Under Construction,,,Unfurnished,East,3999.0,0.66
dumas road/hazira,3.0,Super Area,2500,New Property,Under Construction,6.0,12.0,Unfurnished,South -West,4500.0,1.12
adajan,3.0,Super Area,1726,New Property,Ready to Move,10.0,15.0,Unfurnished,East,3853.0,0.67
althan,4.0,Carpet Area,1427,New Property,Ready to Move,1.0,13.0,Unfurnished,North - East,4491.0,1.1
althan,4.0,Super Area,2720,New Property,Under Construction,5.0,12.0,Unfurnished,East,4700.0,1.27
pal,3.0,Carpet Area,1209,New Property,Under Construction,5.0,12.0,Unfurnished,East,4775.0,1.05
vesu,3.0,Super Area,2250,New Property,Ready to Move,5.0,13.0,Unfurnished,East,6500.0,1.46
vesu,3.0,Super Area,2585,New Property,Under Construction,5.0,11.0,Unfurnished,South -West,5106.0,1.32
adajan,4.0,Carpet Area,1160,New Property,Ready to Move,,,Unfurnished,East,4747.0,1.37
dumas road/hazira,3.0,Super Area,2400,New Property,Under Construction,6.0,12.0,Unfurnished,South -West,4500.0,1.08
palanpur,3.0,Super Area,1660,New Property,Ready to Move,8.0,14.0,Unfurnished,North,3795.0,0.63
vesu,3.0,Carpet Area,977,New Property,Ready to Move,9.0,13.0,Unfurnished,North - East,4930.0,0.88
pal,3.0,Super Area,2360,New Property,Under Construction,7.0,10.0,Unfurnished,East,5500.0,1.29
pal,3.0,Carpet Area,949,New Property,Under Construction,6.0,14.0,Unfurnished,East,4070.0,0.7
vesu,3.0,Super Area,2620,Resale,Ready to Move,5.0,12.0,Unfurnished,East,6031.0,1.58
althan,3.0,Super Area,1761,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,3651.0,0.64
adajan,2.0,Carpet Area,748,New Property,Ready to Move,4.0,10.0,Unfurnished,East,5454.0,0.74
dumas road/hazira,2.0,Super Area,1400,New Property,Under Construction,6.0,12.0,Unfurnished,South -West,4500.0,0.63
palanpur,3.0,Super Area,1726,New Property,Ready to Move,8.0,15.0,Unfurnished,East,3940.0,0.68
althan,3.0,Carpet Area,1023,New Property,Ready to Move,6.0,13.0,Unfurnished,North - East,4600.0,0.86
adajan,4.0,Carpet Area,1595,New Property,Ready to Move,5.0,14.0,Unfurnished,North,4600.0,1.33
althan,4.0,Super Area,2753,New Property,Under Construction,7.0,13.0,Unfurnished,East,,
vesu,2.0,Carpet Area,735,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,5100.0,0.69
palanpur,3.0,Carpet Area,1070,New Property,Under Construction,,,Unfurnished,East,4211.0,0.75
dumas road/hazira,2.0,Super Area,1345,New Property,Under Construction,6.0,12.0,Unfurnished,South -West,4500.0,0.6
adajan,3.0,Super Area,1550,New Property,Ready to Move,6.0,13.0,Unfurnished,East,4201.0,0.65
althan,3.0,Carpet Area,1134,Resale,Ready to Move,9.0,14.0,Unfurnished,North - East,5143.0,1.06
pal,3.0,Carpet Area,1371,New Property,Under Construction,6.0,13.0,Unfurnished,East,4856.0,1.21
althan,3.0,Carpet Area,1000,New Property,Ready to Move,5.0,14.0,Unfurnished,North - East,,
vesu,3.0,Carpet Area,1093,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,5086.0,1.03
vesu,3.0,Carpet Area,1080,New Property,Ready to Move,,,Unfurnished,East,5100.0,1.0
dumas road/hazira,4.0,Super Area,3500,New Property,Under Construction,7.0,12.0,Unfurnished,South -West,4500.0,1.57
pal,3.0,Super Area,2061,New Property,Under Construction,5.0,12.0,Unfurnished,East,4728.0,0.97
althan,3.0,Carpet Area,1023,New Property,Ready to Move,9.0,14.0,Unfurnished,North - East,4595.0,0.85
NA,3.0,Carpet Area,948,Resale,Under Construction,9.0,13.0,Unfurnished,East,3600.0,0.62
althan,4.0,Super Area,2700,New Property,Under Construction,7.0,14.0,Unfurnished,South -West,4550.0,1.22
vesu,3.0,Carpet Area,1485,New Property,Ready to Move,,,Unfurnished,East,5491.0,1.4
vesu,3.0,Super Area,2500,New Property,Under Construction,7.0,13.0,Unfurnished,South -West,6000.0,1.5
pal,3.0,Super Area,2302,New Property,Under Construction,18.0,21.0,Unfurnished,East,5126.0,1.18
althan,3.0,Carpet Area,1300,Resale,Ready to Move,15.0,19.0,Unfurnished,North - East,4693.0,1.1
pal,3.0,Carpet Area,960,New Property,Under Construction,6.0,13.0,Unfurnished,East,4527.0,0.79
althan,3.0,Super Area,2093,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,4550.0,0.95
vesu,3.0,Carpet Area,1180,New Property,Ready to Move,,,Unfurnished,East,5400.0,1.15
dumas road/hazira,3.0,Super Area,2300,New Property,Under Construction,6.0,12.0,Unfurnished,South -West,4500.0,1.03
palanpur,3.0,Super Area,1861,New Property,Ready to Move,10.0,14.0,Unfurnished,East,4200.0,0.78
vesu,3.0,Carpet Area,953,Resale,Ready to Move,6.0,13.0,Unfurnished,North - East,5228.0,0.86
pal,3.0,Carpet Area,991,New Property,Under Construction,6.0,14.0,Unfurnished,East,3718.0,0.67
vesu,4.0,Super Area,2751,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,5089.0,1.4
vesu,3.0,Carpet Area,1084,New Property,Ready to Move,,,Unfurnished,East,5100.0,1.09
amroli,3.0,Super Area,1781,New Property,Under Construction,7.0,13.0,Unfurnished,East,3651.0,0.65
pal,3.0,Super Area,2056,New Property,Under Construction,8.0,14.0,Unfurnished,East,4767.0,0.98
NA,3.0,Carpet Area,904,New Property,Ready to Move,9.0,13.0,Unfurnished,North - East,4860.0,0.8
jahangirpura,3.0,Carpet Area,935,Resale,Under Construction,9.0,13.0,Unfurnished,East,3551.0,0.6
vesu,3.0,Super Area,2578,New Property,Ready to Move,7.0,13.0,Unfurnished,South - East,5750.0,1.48
vesu,3.0,Carpet Area,1310,New Property,Ready to Move,,,Unfurnished,East,5400.0,1.28
vesu,4.0,Super Area,2900,New Property,Under Construction,8.0,12.0,Unfurnished,East,4690.0,1.36
pal,3.0,Super Area,1971,New Property,Under Construction,7.0,14.0,Unfurnished,East,4710.0,0.93
vesu,3.0,Carpet Area,1045,New Property,Ready to Move,11.0,13.0,Unfurnished,North - East,5502.0,1.04
palanpur,3.0,Carpet Area,1024,Resale,Ready to Move,8.0,14.0,Unfurnished,East,4200.0,0.78
althan,3.0,Super Area,1616,New Property,Ready to Move,7.0,13.0,Unfurnished,South -West,4000.0,0.65
vesu,3.0,Carpet Area,1373,New Property,Ready to Move,,,Unfurnished,East,5600.0,1.2
dumas road/hazira,3.0,Super Area,2600,New Property,Under Construction,5.0,12.0,Unfurnished,East,5000.0,1.3
vesu,3.0,Carpet Area,1046,New Property,Ready to Move,8.0,10.0,Unfurnished,North - East,5152.0,0.98
pal,3.0,Carpet Area,1212,New Property,Under Construction,5.0,13.0,Unfurnished,East,4853.0,1.07
vesu,3.0,Super Area,2560,New Property,Ready to Move,7.0,13.0,Unfurnished,South -West,4883.0,1.25
vesu,3.0,Carpet Area,1140,New Property,Ready to Move,,,Unfurnished,East,6000.0,1.13
dumas road/hazira,3.0,Super Area,1890,New Property,Undefined,4.0,12.0,Unfurnished,East,4444.0,0.84
althan,3.0,Carpet Area,993,Resale,Ready to Move,5.0,13.0,Unfurnished,North - East,4543.0,0.82
pal,3.0,Super Area,1825,New Property,Ready to Move,7.0,14.0,Unfurnished,South -West,4645.0,0.85
pal,3.0,Carpet Area,1045,New Property,Ready to Move,,,Unfurnished,East,4650.0,0.81
vesu,3.0,Super Area,2600,New Property,Ready to Move,7.0,13.0,Unfurnished,East,5577.0,1.45
vesu,2.0,Carpet Area,834,New Property,Ready to Move,11.0,13.0,Unfurnished,North - East,5130.0,0.78
NA,2.0,Carpet Area,759,Resale,Under Construction,8.0,13.0,Unfurnished,East,5430.0,0.75
vesu,2.0,Super Area,1321,New Property,Under Construction,8.0,13.0,Unfurnished,South -West,5000.0,0.66
adajan,3.0,Carpet Area,1180,New Property,Ready to Move,,,Unfurnished,East,5004.0,1.01
vesu,3.0,Super Area,2350,New Property,Under Construction,7.0,13.0,Unfurnished,South -West,6000.0,1.41
althan,3.0,Carpet Area,1017,Resale,Ready to Move,6.0,13.0,Unfurnished,North - East,4811.0,0.89
pal,4.0,Carpet Area,1778,New Property,Under Construction,5.0,12.0,Unfurnished,East,4763.0,1.54
vesu,3.0,Super Area,1953,New Property,Ready to Move,7.0,13.0,Unfurnished,South -West,5200.0,1.01
palanpur,3.0,Carpet Area,1130,New Property,Ready to Move,,,Unfurnished,East,4100.0,0.8
vesu,3.0,Super Area,2400,New Property,Under Construction,7.0,13.0,Unfurnished,South -West,6000.0,1.44
vesu,3.0,Carpet Area,1456,New Property,Ready to Move,4.0,13.0,Unfurnished,North - East,6000.0,1.59
palanpur,3.0,Carpet Area,966,Resale,Under Construction,7.0,13.0,Unfurnished,East,3736.0,0.66
vesu,3.0,Super Area,2432,New Property,Ready to Move,7.0,13.0,Unfurnished,South -West,5481.0,1.33
althan,3.0,Carpet Area,1000,New Property,Under Construction,,,Unfurnished,East,3851.0,0.7
vesu,3.0,Super Area,2450,New Property,Under Construction,7.0,13.0,Unfurnished,South -West,6000.0,1.47
vesu,2.0,Carpet Area,688,New Property,Ready to Move,7.0,13.0,Unfurnished,North - East,4848.0,0.61
palanpur,3.0,Carpet Area,1080,Resale,Ready to Move,6.0,14.0,Unfurnished,East,3766.0,0.74
pal,3.0,Super Area,2036,New Property,Under Construction,5.0,12.0,Unfurnished,South -West,4715.0,0.96
adajan,3.0,Carpet Area,1120,New Property,Under Construction,,,Unfurnished,East,4150.0,0.77
vesu,3.0,Super Area,2340,New Property,Under Construction,7.0,13.0,Unfurnished,South -West,6000.0,1.4
vesu,2.0,Carpet Area,721,Resale,Ready to Move,7.0,14.0,Unfurnished,North - East,5038.0,0.66
palanpur,3.0,Super Area,1955,Resale,Ready to Move,6.0,14.0,Unfurnished,East,3939.0,0.77
vesu,3.0,Super Area,2100,New Property,Under Construction,7.0,13.0,Unfurnished,East,4551.0,0.96
althan,3.0,Carpet Area,1400,New Property,Under Construction,,,Unfurnished,East,5600.0,1.3
amroli,3.0,Carpet Area,814,New Property,Under Construction,5.0,14.0,Unfurnished,South - East,,
NA,2.0,Carpet Area,750,New Property,Ready to Move,6.0,13.0,Unfurnished,North - East,4804.0,0.62
jahangirpura,3.0,Carpet Area,981,Resale,Ready to Move,6.0,14.0,Unfurnished,East,3611.0,0.64
vesu,2.0,Super Area,1425,New Property,Under Construction,6.0,13.0,Unfurnished,East,4700.0,0.67
althan,4.0,Carpet Area,1500,New Property,Ready to Move,,,Unfurnished,East,4800.0,1.3
amroli,3.0,Carpet Area,792,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,,
vesu,2.0,Carpet Area,701,Resale,Ready to Move,6.0,13.0,Unfurnished,North - East,5376.0,0.65
pal,3.0,Carpet Area,909,New Property,Under Construction,9.0,14.0,Unfurnished,East,4100.0,0.68
vesu,3.0,Super Area,2600,New Property,Under Construction,7.0,13.0,Unfurnished,East,5300.0,1.37
pal,3.0,Carpet Area,1240,New Property,Ready to Move,,,Unfurnished,East,6060.0,1.24
NA,2.0,Carpet Area,720,New Property,Ready to Move,11.0,13.0,Unfurnished,North - East,4798.0,0.63
pal,3.0,Carpet Area,933,New Property,Ready to Move,11.0,14.0,Unfurnished,East,4337.0,0.73
vesu,3.0,Super Area,1962,New Property,Ready to Move,9.0,13.0,Unfurnished,North - East,5199.0,1.02
althan,3.0,Carpet Area,935,New Property,Under Construction,,,Unfurnished,East,4941.0,0.84
vesu,3.0,Carpet Area,1402,New Property,Ready to Move,6.0,11.0,Unfurnished,North - East,6118.0,1.56
pal,3.0,Carpet Area,996,New Property,Under Construction,7.0,14.0,Unfurnished,East,4528.0,0.82
vesu,3.0,Super Area,1962,New Property,Ready to Move,9.0,13.0,Unfurnished,North - East,5199.0,1.02
palanpur,3.0,Carpet Area,1000,New Property,Under Construction,,,Unfurnished,East,4100.0,0.68
vesu,2.0,Carpet Area,718,Resale,Ready to Move,8.0,13.0,Unfurnished,North - East,4912.0,0.64
palanpur,3.0,Super Area,1918,Resale,Under Construction,7.0,14.0,Unfurnished,East,3851.0,0.74
vesu,3.0,Super Area,1775,New Property,Ready to Move,7.0,13.0,Unfurnished,South - East,5070.0,0.9
pal,3.0,Carpet Area,1040,New Property,Under Construction,,,Unfurnished,East,4700.0,0.89
althan,4.0,Carpet Area,1702,Resale,Ready to Move,7.0,14.0,Unfurnished,North - East,4800.0,1.4
pal,3.0,Carpet Area,1249,New Property,Under Construction,9.0,20.0,Unfurnished,East,5650.0,1.28
vesu,3.0,Super Area,2152,New Property,Ready to Move,10.0,13.0,Unfurnished,South -West,5204.0,1.12
pal,4.0,Carpet Area,1616,New Property,Under Construction,,,Unfurnished,East,4700.0,1.38
vesu,4.0,Carpet Area,1300,Resale,Ready to Move,8.0,13.0,Unfurnished,North - East,5000.0,1.0
pal,3.0,Carpet Area,1029,New Property,Ready to Move,6.0,10.0,Unfurnished,East,4813.0,0.9
palanpur,3.0,Super Area,1757,New Property,Under Construction,7.0,14.0,Unfurnished,South -West,3650.0,0.64
palanpur,3.0,Carpet Area,1220,New Property,Ready to Move,,,Unfurnished,East,3991.0,0.81
vesu,3.0,Carpet Area,867,New Property,Ready to Move,7.0,13.0,Unfurnished,North - East,4822.0,0.76
pal,3.0,Carpet Area,1135,New Property,Under Construction,7.0,13.0,Unfurnished,East,4753.0,0.98
vesu,3.0,Super Area,2500,New Property,Under Construction,5.0,11.0,Unfurnished,South -West,,
pal,3.0,Carpet Area,948,New Property,Under Construction,,,Unfurnished,East,4300.0,0.74
althan,3.0,Carpet Area,1037,New Property,Ready to Move,5.0,13.0,Unfurnished,North - East,4090.0,0.77
pal,3.0,Carpet Area,1120,New Property,Ready to Move,5.0,13.0,Unfurnished,East,5700.0,1.16
althan,3.0,Super Area,1994,New Property,Ready to Move,7.0,13.0,Unfurnished,South -West,,
pal,3.0,Carpet Area,1323,New Property,Under Construction,,,Unfurnished,East,4650.0,1.02
vesu,3.0,Carpet Area,1140,Resale,Ready to Move,9.0,12.0,Unfurnished,North - East,5842.0,1.11
pal,3.0,Carpet Area,956,New Property,Ready to Move,9.0,13.0,Unfurnished,East,4324.0,0.75
pal,3.0,Super Area,2440,New Property,Under Construction,5.0,10.0,Unfurnished,East,,
pal,4.0,Carpet Area,1740,New Property,Under Construction,,,Unfurnished,East,4650.0,1.34
vesu,2.0,Carpet Area,760,Resale,Ready to Move,4.0,12.0,Furnished,North - East,4795.0,0.63
adajan,3.0,Carpet Area,1100,New Property,Ready to Move,6.0,13.0,Unfurnished,East,4750.0,0.95
vesu,2.0,Carpet Area,720,New Property,Ready to Move,3.0,13.0,Unfurnished,East,4851.0,0.63
NA,3.0,Carpet Area,1395,Resale,Ready to Move,8.0,13.0,Unfurnished,North - East,4889.0,1.1
pal,2.0,Carpet Area,740,New Property,Ready to Move,5.0,10.0,Unfurnished,East,5204.0,0.7
pal,3.0,Carpet Area,1261,New Property,Ready to Move,,,Unfurnished,East,6060.0,1.35
vesu,2.0,Carpet Area,800,Resale,Ready to Move,6.0,12.0,Furnished,North - East,4857.0,0.68
pal,2.0,Carpet Area,735,New Property,Under Construction,7.0,14.0,Unfurnished,North - East,4610.0,0.62
vesu,2.0,Carpet Area,750,Resale,Ready to Move,6.0,13.0,Unfurnished,North - East,5735.0,0.78
athwalines,3.0,Carpet Area,1410,Resale,Ready to Move,7.0,13.0,Unfurnished,North - East,5458.0,1.31
althan,3.0,Carpet Area,936,Resale,Ready to Move,9.0,12.0,Furnished,North - East,4615.0,0.72
vesu,2.0,Carpet Area,751,New Property,Ready to Move,8.0,10.0,Unfurnished,North - East,5055.0,0.69
vesu,3.0,Carpet Area,1184,Resale,Ready to Move,3.0,10.0,Unfurnished,North - East,4813.0,0.95
dumas road/hazira,3.0,Carpet Area,1100,Resale,Ready to Move,10.0,13.0,Unfurnished,North - East,4600.0,0.87
NA,3.0,Carpet Area,1462,Resale,Ready to Move,6.0,11.0,Unfurnished,North - East,6292.0,1.4
vesu,2.0,Carpet Area,790,Resale,Ready to Move,5.0,12.0,Unfurnished,North - East,5357.0,0.75
althan,3.0,Carpet Area,1035,Resale,Ready to Move,7.0,13.0,Furnished,North - East,4928.0,0.85
athwalines,3.0,Carpet Area,1186,Resale,Ready to Move,7.0,11.0,Unfurnished,North - East,4932.0,0.9
athwalines,3.0,Carpet Area,1500,Resale,Ready to Move,5.0,10.0,Unfurnished,North - East,5130.0,1.18
NA,3.0,Carpet Area,1300,Resale,Ready to Move,6.0,12.0,Unfurnished,North - East,6500.0,1.3
althan,3.0,Carpet Area,1044,Resale,Ready to Move,10.0,11.0,Furnished,North - East,4483.0,0.78
vesu,2.0,Carpet Area,721,Resale,Ready to Move,12.0,14.0,Unfurnished,North - East,6260.0,0.82
vesu,2.0,Carpet Area,795,Resale,Ready to Move,5.0,13.0,Unfurnished,North - East,4604.0,0.61
althan,4.0,Carpet Area,1300,Resale,Ready to Move,9.0,13.0,Unfurnished,North - East,4791.0,1.03
dumas road/hazira,3.0,Carpet Area,1068,Resale,Ready to Move,7.0,13.0,Unfurnished,North - East,4516.0,0.83
vesu,3.0,Carpet Area,1063,Resale,Ready to Move,7.0,10.0,Unfurnished,North - East,4461.0,0.79
vesu,3.0,Carpet Area,1140,Resale,Ready to Move,4.0,12.0,Unfurnished,North - East,4789.0,0.91
vesu,3.0,Carpet Area,1128,Resale,Ready to Move,7.0,11.0,Unfurnished,North - East,5053.0,0.95
vesu,3.0,Carpet Area,1200,Resale,Ready to Move,6.0,12.0,Unfurnished,North - East,5782.0,1.15
vesu,3.0,Carpet Area,1140,Resale,Ready to Move,6.0,12.0,Unfurnished,North - East,4947.0,0.94
vesu,3.0,Carpet Area,1152,Resale,Ready to Move,6.0,11.0,Unfurnished,North - East,6823.0,1.31
vesu,3.0,Carpet Area,937,Resale,Ready to Move,3.0,13.0,Unfurnished,North - East,4866.0,0.76
althan,3.0,Carpet Area,1070,Resale,Ready to Move,5.0,13.0,Unfurnished,North - East,4707.0,0.81
vesu,3.0,Carpet Area,1170,Resale,Ready to Move,6.0,11.0,Unfurnished,North - East,4615.0,0.9
vesu,3.0,Carpet Area,1170,Resale,Ready to Move,7.0,11.0,Unfurnished,North - East,4872.0,0.95
vesu,3.0,Carpet Area,1020,Resale,Ready to Move,6.0,12.0,Unfurnished,North - East,4412.0,0.75
vesu,3.0,Carpet Area,1062,Resale,Ready to Move,6.0,9.0,Unfurnished,North - East,4743.0,0.84
vesu,3.0,Carpet Area,1063,Resale,Ready to Move,7.0,13.0,Unfurnished,North - East,4517.0,0.8
vesu,3.0,Carpet Area,1050,Resale,Ready to Move,6.0,12.0,Unfurnished,North - East,5086.0,0.89
